ensembl_id	ensembl	log2FC	hgnc_symbol
ENSG00000199331	ENSG00000199331.1	-3.07952214468792	ENSG00000199331
ENSG00000199471	ENSG00000199471.1	-2.32908067762063	ENSG00000199471
ENSG00000199477	ENSG00000199477.1	-4.54658884777611	SNORA31
ENSG00000199512	ENSG00000199512.1	-6.09927792616217	RNU6-212P
ENSG00000199545	ENSG00000199545.1	-3.07514545649593	RNA5SP195
ENSG00000199562	ENSG00000199562.1	-2.92248467241356	RNU6-37P
ENSG00000199636	ENSG00000199636.1	-4.34431712422753	ENSG00000199636
ENSG00000199672	ENSG00000199672.1	-5.14284428894553	RNU4-21P
ENSG00000199691	ENSG00000199691.1	-3.5092558341603	RN7SKP173
ENSG00000199731	ENSG00000199731.1	-5.73512945979319	RNU6-1079P
ENSG00000199762	ENSG00000199762.1	-4.07806756918879	ENSG00000199762
ENSG00000199805	ENSG00000199805.1	-3.34232178165603	RNU1-134P
ENSG00000199872	ENSG00000199872.1	-2.35196649783392	RNU6-942P
ENSG00000199879	ENSG00000199879.1	-3.22150632454851	RNVU1-22
ENSG00000199933	ENSG00000199933.1	-5.77549109971811	RNY1P16
ENSG00000199977	ENSG00000199977.1	-2.73157174323736	ENSG00000199977
ENSG00000200047	ENSG00000200047.1	-5.31207681578346	RN7SKP115
ENSG00000200070	ENSG00000200070.1	-3.37549537785909	RNU4-80P
ENSG00000200090	ENSG00000200090.1	-2.38286612563311	ENSG00000200090
ENSG00000200105	ENSG00000200105.1	-4.67766733344071	RNU6-251P
ENSG00000200118	ENSG00000200118.1	-5.84069308738455	ENSG00000200118
ENSG00000200120	ENSG00000200120.1	-3.21166978278522	ENSG00000200120
ENSG00000200169	ENSG00000200169.2	-2.67187541663447	RNU5D-1
ENSG00000200170	ENSG00000200170.1	-2.85067436066557	ENSG00000200170
ENSG00000200241	ENSG00000200241.1	-5.33285683188643	ENSG00000200241
ENSG00000200397	ENSG00000200397.1	-7.28432450144967	ENSG00000200397
ENSG00000200403	ENSG00000200403.1	-3.68369273302959	RNU6-1099P
ENSG00000200428	ENSG00000200428.1	-6.38565500761352	ENSG00000200428
ENSG00000200502	ENSG00000200502.1	-1.37736611292248	ENSG00000200502
ENSG00000200534	ENSG00000200534.1	-2.26162750889469	SNORA33
ENSG00000200550	ENSG00000200550.1	-5.73313030680798	RNU6-137P
ENSG00000200575	ENSG00000200575.1	-6.08539147031321	RNU6-414P
ENSG00000200718	ENSG00000200718.1	-2.87516402720125	RN7SKP103
ENSG00000200731	ENSG00000200731.1	-3.13348762621248	RNU1-124P
ENSG00000200742	ENSG00000200742.1	-3.6014768438353	ENSG00000200742
ENSG00000200788	ENSG00000200788.1	-2.22385554518276	ENSG00000200788
ENSG00000200834	ENSG00000200834.1	-2.56852424074978	ENSG00000200834
ENSG00000200879	ENSG00000200879.1	-5.22916955232072	SNORD14E
ENSG00000200882	ENSG00000200882.1	-3.03981044399253	RNU6-681P
ENSG00000200913	ENSG00000200913.1	-2.21875977488629	SNORD46
ENSG00000201208	ENSG00000201208.1	-3.49836464741771	ENSG00000201208
ENSG00000201217	ENSG00000201217.1	-2.0406566144572	ENSG00000201217
ENSG00000201264	ENSG00000201264.1	-4.33148787282559	SNORD73B
ENSG00000201302	ENSG00000201302.1	-1.46039409566015	SNORA65
ENSG00000201317	ENSG00000201317.1	-4.28623028124552	RNU4-59P
ENSG00000201343	ENSG00000201343.1	-5.13407817729869	ENSG00000201343
ENSG00000201544	ENSG00000201544.1	-3.86955075174375	SNORA16B
ENSG00000201579	ENSG00000201579.1	-5.44438951291874	RNU6-343P
ENSG00000201644	ENSG00000201644.2	-5.62559697140874	ENSG00000201644
ENSG00000201649	ENSG00000201649.1	-4.92857229668162	RNY4P34
ENSG00000201801	ENSG00000201801.1	-1.98396196040887	RNU5E-4P
ENSG00000202078	ENSG00000202078.1	-3.38798265811458	ENSG00000202078
ENSG00000202172	ENSG00000202172.1	-3.21395170625577	RNU6-1327P
ENSG00000202222	ENSG00000202222.1	-1.75892830360771	ENSG00000202222
ENSG00000202314	ENSG00000202314.1	-3.0203640586838	SNORD6
ENSG00000202347	ENSG00000202347.1	-1.61044062099506	RNU1-16P
ENSG00000202358	ENSG00000202358.1	-2.49409398978019	RNU6-652P
ENSG00000202382	ENSG00000202382.1	-5.95988772615856	ENSG00000202382
ENSG00000202392	ENSG00000202392.1	-2.94579795640616	RN7SKP292
ENSG00000202400	ENSG00000202400.1	-2.77710553822579	SNORD82
ENSG00000202415	ENSG00000202415.1	-4.07105644758986	RN7SKP269
ENSG00000203279	ENSG00000203279.7	-1.18921913522951	ENSG00000203279
ENSG00000203321	ENSG00000203321.3	-2.56674226842826	CARNMT1-AS1
ENSG00000203635	ENSG00000203635.2	-1.07667004806376	ENSG00000203635
ENSG00000203644	ENSG00000203644.3	-2.01778687332525	ENSG00000203644
ENSG00000203647	ENSG00000203647.2	-4.18117723798754	ENSG00000203647
ENSG00000203667	ENSG00000203667.10	-1.13772191941381	COX20
ENSG00000203684	ENSG00000203684.6	-2.6437633648604	IBA57-DT
ENSG00000203706	ENSG00000203706.10	-1.49662671392348	SERTAD4-AS1
ENSG00000203709	ENSG00000203709.15	-2.16358368853012	MIR29B2CHG
ENSG00000203783	ENSG00000203783.5	-3.52152244846379	PRR9
ENSG00000203814	ENSG00000203814.7	-1.86826483010568	H2BC18
ENSG00000203865	ENSG00000203865.13	-1.22412832835591	ATP1A1-AS1
ENSG00000203896	ENSG00000203896.10	-1.16335451596211	LIME1
ENSG00000203943	ENSG00000203943.9	-2.65285738192641	SAMD13
ENSG00000203965	ENSG00000203965.13	-1.06354988866387	EFCAB7
ENSG00000203993	ENSG00000203993.8	-1.13287847066984	ARRDC1-AS1
ENSG00000204054	ENSG00000204054.15	-1.48033563968374	LINC00963
ENSG00000204070	ENSG00000204070.10	-1.42976237335635	SYS1
ENSG00000204116	ENSG00000204116.12	-2.01394951271487	CHIC1
ENSG00000204147	ENSG00000204147.11	-1.49739723104293	ASAH2B
ENSG00000204149	ENSG00000204149.16	-1.45669158667153	AGAP6
ENSG00000204152	ENSG00000204152.14	-1.26088560236927	TIMM23B
ENSG00000204172	ENSG00000204172.12	-1.39683824834832	AGAP9
ENSG00000204175	ENSG00000204175.6	-1.22836883632041	GPRIN2
ENSG00000204179	ENSG00000204179.11	-1.23992400549455	PTPN20
ENSG00000204256	ENSG00000204256.15	-1.17714641958793	BRD2
ENSG00000204271	ENSG00000204271.13	-3.051289197938	SPIN3
ENSG00000204311	ENSG00000204311.15	-2.31787032063498	PJVK
ENSG00000204316	ENSG00000204316.13	-2.11637449065351	MRPL38
ENSG00000204335	ENSG00000204335.4	-2.76317960222798	SP5
ENSG00000204362	ENSG00000204362.7	-5.72282738773679	LINC02783
ENSG00000204380	ENSG00000204380.5	-3.78825387262344	PKP4-AS1
ENSG00000204406	ENSG00000204406.14	-1.3073488857501	MBD5
ENSG00000204514	ENSG00000204514.11	-1.956985071889	ZNF814
ENSG00000204519	ENSG00000204519.11	-2.40680922331847	ZNF551
ENSG00000204564	ENSG00000204564.12	-1.50450954185451	C6orf136
ENSG00000204588	ENSG00000204588.6	-2.25374510932831	LINC01123
ENSG00000204599	ENSG00000204599.16	-4.36503008089812	TRIM39
ENSG00000204610	ENSG00000204610.14	-1.02148948693493	TRIM15
ENSG00000204644	ENSG00000204644.10	-3.05985360532525	ZFP57
ENSG00000204673	ENSG00000204673.11	-1.67266537125062	AKT1S1
ENSG00000204682	ENSG00000204682.10	-1.97096026286455	MIR1915HG
ENSG00000204685	ENSG00000204685.10	-1.38135213018576	STARD7-AS1
ENSG00000204706	ENSG00000204706.15	-1.29257511302909	MAMDC2-AS1
ENSG00000204713	ENSG00000204713.11	-1.10944414852053	TRIM27
ENSG00000204856	ENSG00000204856.12	-2.12396773741908	FAM216A
ENSG00000204859	ENSG00000204859.13	-1.10525056684675	ZBTB48
ENSG00000204866	ENSG00000204866.9	-1.19455251218779	IGFL2
ENSG00000204869	ENSG00000204869.9	-3.39528680623481	IGFL4
ENSG00000204876	ENSG00000204876.6	-2.97013321644076	ENSG00000204876
ENSG00000204934	ENSG00000204934.11	-1.37722040868684	ATP6V0E2-AS1
ENSG00000204977	ENSG00000204977.10	-1.97542881506638	TRIM13
ENSG00000205138	ENSG00000205138.4	-1.91365502410766	SDHAF1
ENSG00000205250	ENSG00000205250.9	-2.17655561693198	E2F4
ENSG00000205268	ENSG00000205268.11	-2.14082316042945	PDE7A
ENSG00000205413	ENSG00000205413.8	-1.27968621862121	SAMD9
ENSG00000205423	ENSG00000205423.12	-1.05122507546241	CNEP1R1
ENSG00000205534	ENSG00000205534.6	-1.68661231837003	SMG1P2
ENSG00000205560	ENSG00000205560.14	-3.02002684818875	CPT1B
ENSG00000205571	ENSG00000205571.15	-1.3538989460539	SMN2
ENSG00000205730	ENSG00000205730.7	-1.25992428642481	ITPRIPL2
ENSG00000205791	ENSG00000205791.5	-3.84975082061079	LOH12CR2
ENSG00000205808	ENSG00000205808.7	-1.80174490205127	PLPP6
ENSG00000205810	ENSG00000205810.9	-1.7907794898201	KLRC3
ENSG00000205861	ENSG00000205861.14	-2.20852548799712	PCOTH
ENSG00000205885	ENSG00000205885.9	-1.66866217687422	C1RL-AS1
ENSG00000205913	ENSG00000205913.8	-1.51502290913744	SRRM2-AS1
ENSG00000205981	ENSG00000205981.9	-1.69477435770235	DNAJC19
ENSG00000206418	ENSG00000206418.5	-1.2659818008104	RAB12
ENSG00000206573	ENSG00000206573.12	-1.34962277693166	THUMPD3-AS1
ENSG00000206603	ENSG00000206603.1	-3.13322704501858	SNORA22B
ENSG00000206645	ENSG00000206645.1	-5.46378271442375	ENSG00000206645
ENSG00000206652	ENSG00000206652.1	-2.63232017964735	RNU1-1
ENSG00000206659	ENSG00000206659.1	-4.72221514295517	ENSG00000206659
ENSG00000206698	ENSG00000206698.1	-2.76016213857671	RNU1-73P
ENSG00000206699	ENSG00000206699.1	-5.7631951717668	ENSG00000206699
ENSG00000206712	ENSG00000206712.1	-5.81040324469352	RNU6-26P
ENSG00000206715	ENSG00000206715.1	-5.09352205760879	RNU6-444P
ENSG00000206728	ENSG00000206728.1	-3.18321178583352	ENSG00000206728
ENSG00000206734	ENSG00000206734.1	-5.29068165332461	ENSG00000206734
ENSG00000206754	ENSG00000206754.1	-3.84074407353111	SNORD101
ENSG00000206775	ENSG00000206775.1	-3.41652862016417	SNORD37
ENSG00000206824	ENSG00000206824.1	-4.13448915144955	ENSG00000206824
ENSG00000206846	ENSG00000206846.1	-3.54936284637227	ENSG00000206846
ENSG00000206859	ENSG00000206859.1	-3.9656239122782	RNU6-767P
ENSG00000206897	ENSG00000206897.1	-2.39191724595167	SNORA9B
ENSG00000206941	ENSG00000206941.1	-3.80577176664057	SNORD15A
ENSG00000206969	ENSG00000206969.1	-4.95130091774303	RNU6-1316P
ENSG00000207003	ENSG00000207003.1	-2.99671706902846	RNU6-611P
ENSG00000207005	ENSG00000207005.1	-2.56091719108418	RNU1-2
ENSG00000207031	ENSG00000207031.1	-2.43714190620159	SNORD59A
ENSG00000207067	ENSG00000207067.1	-1.99465842232617	SNORA72
ENSG00000207109	ENSG00000207109.1	-5.13719385188827	SNORD38C
ENSG00000207139	ENSG00000207139.1	-5.64132671556854	ENSG00000207139
ENSG00000207205	ENSG00000207205.1	-2.62918674164406	RNVU1-15
ENSG00000207231	ENSG00000207231.1	-4.95605787584614	ENSG00000207231
ENSG00000207234	ENSG00000207234.1	-3.9353475680138	RNU6-125P
ENSG00000207306	ENSG00000207306.1	-4.9318924741963	RNU6-1152P
ENSG00000207336	ENSG00000207336.1	-4.65417936612328	RNU6-658P
ENSG00000207370	ENSG00000207370.1	-2.65045980134775	ENSG00000207370
ENSG00000207385	ENSG00000207385.1	-4.18262562707678	RNU6-310P
ENSG00000207404	ENSG00000207404.1	-5.44709968042511	ENSG00000207404
ENSG00000207416	ENSG00000207416.1	-6.22264252933628	ENSG00000207416
ENSG00000207468	ENSG00000207468.1	-3.02892093016766	SNORA19
ENSG00000207475	ENSG00000207475.1	-2.21423920819384	SNORA80E
ENSG00000207523	ENSG00000207523.1	-1.0687783246078	SNORA66
ENSG00000207547	ENSG00000207547.1	-1.83246320133116	MIR25
ENSG00000207568	ENSG00000207568.1	-5.06167552207838	MIR203A
ENSG00000207588	ENSG00000207588.1	-2.80780015227325	MIR593
ENSG00000207607	ENSG00000207607.3	-3.2736912691274	MIR200A
ENSG00000207612	ENSG00000207612.1	-6.07969816194162	MIR604
ENSG00000207651	ENSG00000207651.1	-5.32817308058388	MIR28
ENSG00000207714	ENSG00000207714.3	-5.15658036275404	MIR584
ENSG00000207719	ENSG00000207719.1	-3.68927232380765	MIR623
ENSG00000207721	ENSG00000207721.1	-4.72975028520131	MIR186
ENSG00000207730	ENSG00000207730.3	-2.43446187192919	MIR200B
ENSG00000207741	ENSG00000207741.1	-2.81101957681759	MIR590
ENSG00000207750	ENSG00000207750.1	-2.42259887990557	MIR553
ENSG00000207922	ENSG00000207922.1	-2.32051565213163	ENSG00000207922
ENSG00000207923	ENSG00000207923.1	-2.38943166179375	MIR559
ENSG00000207931	ENSG00000207931.1	-4.69732992534792	MIR577
ENSG00000207944	ENSG00000207944.1	-6.10636697423764	MIR574
ENSG00000207962	ENSG00000207962.1	-5.49398454531298	MIR30C1
ENSG00000207991	ENSG00000207991.1	-5.15355036291764	MIR601
ENSG00000207996	ENSG00000207996.1	-2.55378425687748	MIR301A
ENSG00000208025	ENSG00000208025.1	-4.30456131733121	MIR591
ENSG00000208028	ENSG00000208028.1	-2.173576307627	MIR616
ENSG00000208036	ENSG00000208036.1	-2.72743909605618	MIR106B
ENSG00000209482	ENSG00000209482.1	-2.06916498779321	SNORD83A
ENSG00000209645	ENSG00000209645.1	-6.41140838081309	SNORD105
ENSG00000210741	ENSG00000210741.1	-2.35449700379822	MIR196A1
ENSG00000211644	ENSG00000211644.3	-2.97299291853963	IGLV1-51
ENSG00000212163	ENSG00000212163.6	-1.31444108314682	SNORD91A
ENSG00000212195	ENSG00000212195.2	-3.19845032953524	ENSG00000212195
ENSG00000212296	ENSG00000212296.1	-3.86325609798231	SNORD72
ENSG00000212371	ENSG00000212371.1	-3.24686542164155	ENSG00000212371
ENSG00000212389	ENSG00000212389.1	-5.42885197475748	RNU6-1275P
ENSG00000212452	ENSG00000212452.1	-1.94174690392636	SNORD69
ENSG00000212493	ENSG00000212493.1	-3.59134757584765	SNORD19
ENSG00000212529	ENSG00000212529.1	-3.56909508483427	ENSG00000212529
ENSG00000212534	ENSG00000212534.1	-2.18697295303915	SNORD70
ENSG00000212597	ENSG00000212597.1	-3.4183849277907	RNU6-876P
ENSG00000212607	ENSG00000212607.1	-2.0149497772677	SNORA3B
ENSG00000212615	ENSG00000212615.1	-3.19680184752307	ENSG00000212615
ENSG00000212694	ENSG00000212694.8	-1.09668777646836	LINC01089
ENSG00000212993	ENSG00000212993.6	-3.15499968781543	POU5F1B
ENSG00000213033	ENSG00000213033.4	-1.93747056668907	AURKAP1
ENSG00000213036	ENSG00000213036.3	-1.87770245334517	ENSG00000213036
ENSG00000213047	ENSG00000213047.13	-1.28832170443294	DENND1B
ENSG00000213057	ENSG00000213057.5	-2.55828296319761	C1orf220
ENSG00000213066	ENSG00000213066.14	-1.08715898736664	CEP43
ENSG00000213068	ENSG00000213068.3	-3.04778940262897	ENSG00000213068
ENSG00000213079	ENSG00000213079.10	-2.20449248952511	SCAF8
ENSG00000213185	ENSG00000213185.7	-1.47042153564743	FAM24B
ENSG00000213188	ENSG00000213188.3	-6.03450706375648	YBX1P4
ENSG00000213197	ENSG00000213197.3	-5.231926366103	NUDCP1
ENSG00000213204	ENSG00000213204.8	-2.7880775555175	ENSG00000213204
ENSG00000213214	ENSG00000213214.6	-1.27186694297412	ARHGEF35
ENSG00000213246	ENSG00000213246.7	-1.88753366158489	SUPT4H1
ENSG00000213385	ENSG00000213385.3	-1.6014594505031	RPL7AP39
ENSG00000213397	ENSG00000213397.12	-4.14034303111731	HAUS7
ENSG00000213412	ENSG00000213412.3	-6.87940450521757	HNRNPA1P33
ENSG00000213462	ENSG00000213462.5	-1.66990614621142	ERV3-1
ENSG00000213516	ENSG00000213516.10	-1.41336746201414	RBMXL1
ENSG00000213540	ENSG00000213540.3	-4.42465482178806	TXN2P1
ENSG00000213693	ENSG00000213693.4	-1.90493192798619	SEC14L1P1
ENSG00000213703	ENSG00000213703.2	-3.57892867948738	RPL13AP9
ENSG00000213782	ENSG00000213782.7	-3.32922781498409	DDX47
ENSG00000213799	ENSG00000213799.13	-1.64194303762698	ZNF845
ENSG00000213842	ENSG00000213842.2	-1.15728860707247	SUGT1P2
ENSG00000213930	ENSG00000213930.12	-4.06423440546936	GALT
ENSG00000213997	ENSG00000213997.3	-1.13270633064601	PGAM1P7
ENSG00000214022	ENSG00000214022.12	-1.30931055092171	REPIN1
ENSG00000214029	ENSG00000214029.6	-1.76256572156795	ZNF891
ENSG00000214049	ENSG00000214049.9	-1.61696649706085	UCA1
ENSG00000214067	ENSG00000214067.2	-6.72111222198589	ENSG00000214067
ENSG00000214188	ENSG00000214188.9	-1.49448207089647	ST7-OT4
ENSG00000214248	ENSG00000214248.3	-1.41529198904398	ENSG00000214248
ENSG00000214273	ENSG00000214273.4	-3.53480057053318	AGGF1P1
ENSG00000214290	ENSG00000214290.9	-2.10489950559743	POU2AF3
ENSG00000214318	ENSG00000214318.3	-5.82418374114568	ATP5MC1P6
ENSG00000214413	ENSG00000214413.9	-1.09417600365486	BBIP1
ENSG00000214558	ENSG00000214558.5	-1.34892344071087	ZC3H11C
ENSG00000214629	ENSG00000214629.3	-1.17060110334191	RPSAP6
ENSG00000214706	ENSG00000214706.12	-1.26913724524983	IFRD2
ENSG00000214756	ENSG00000214756.8	-1.05006041883547	CSKMT
ENSG00000214827	ENSG00000214827.11	-1.76024132710938	MTCP1
ENSG00000214860	ENSG00000214860.5	-1.17563025161815	EVPLL
ENSG00000214999	ENSG00000214999.4	-1.61810083523549	ENSG00000214999
ENSG00000215105	ENSG00000215105.4	-1.41860027227098	TTC3P1
ENSG00000215126	ENSG00000215126.12	-1.68084922665514	ZNG1F
ENSG00000215165	ENSG00000215165.3	-2.52462721060487	TCEA1P3
ENSG00000215184	ENSG00000215184.2	-3.01069141279818	RPS12P16
ENSG00000215196	ENSG00000215196.6	-3.35083136714517	BASP1-AS1
ENSG00000215223	ENSG00000215223.3	-3.36808752861948	CYP51A1P3
ENSG00000215251	ENSG00000215251.5	-2.3682206261491	FASTKD5
ENSG00000215284	ENSG00000215284.2	-2.10333919690416	CHMP5P1
ENSG00000215301	ENSG00000215301.11	-1.41386040710295	DDX3X
ENSG00000215388	ENSG00000215388.3	-2.78582471572926	ACTG1P3
ENSG00000215417	ENSG00000215417.15	-3.5290785696363	MIR17HG
ENSG00000215421	ENSG00000215421.10	-3.13049283903446	ZNF407
ENSG00000215424	ENSG00000215424.11	-3.18044181845015	MCM3AP-AS1
ENSG00000215788	ENSG00000215788.11	-1.36164020502883	TNFRSF25
ENSG00000215908	ENSG00000215908.12	-3.95723137203565	CROCCP2
ENSG00000215930	ENSG00000215930.1	-6.38748891553862	MIR942
ENSG00000216316	ENSG00000216316.1	-2.33372401855369	RPL13AP15
ENSG00000216490	ENSG00000216490.4	-4.34814162411484	IFI30
ENSG00000216613	ENSG00000216613.2	-5.22897242087617	ENSG00000216613
ENSG00000216802	ENSG00000216802.1	-2.70670882905145	MTCH1P1
ENSG00000216915	ENSG00000216915.2	-2.16212665651951	GPR89P
ENSG00000216977	ENSG00000216977.1	-3.2090035286512	RPL21P65
ENSG00000217512	ENSG00000217512.1	-2.7156852073033	ENSG00000217512
ENSG00000217555	ENSG00000217555.13	-1.73124765339418	CKLF
ENSG00000218018	ENSG00000218018.5	-4.99284292877863	RBM38-AS1
ENSG00000218424	ENSG00000218424.2	-4.10236848619248	NDUFS5P1
ENSG00000218510	ENSG00000218510.9	-2.86880519438387	LINC00339
ENSG00000218596	ENSG00000218596.2	-2.38847104574194	ENSG00000218596
ENSG00000218891	ENSG00000218891.5	-1.77910944516911	ZNF579
ENSG00000219085	ENSG00000219085.1	-3.99745277235745	NPM1P37
ENSG00000219200	ENSG00000219200.12	-1.89935416247386	RNASEK
ENSG00000219395	ENSG00000219395.2	-3.9536486154588	HSPA8P15
ENSG00000219409	ENSG00000219409.2	-2.47578398474481	ENSG00000219409
ENSG00000219470	ENSG00000219470.1	-1.38702390057853	RPS2P29
ENSG00000219642	ENSG00000219642.2	-1.61727818617074	BMPR1AP1
ENSG00000220867	ENSG00000220867.1	-2.9856505981779	HSPE1P26
ENSG00000221063	ENSG00000221063.3	-3.42734397997809	MIR1296
ENSG00000221066	ENSG00000221066.1	-3.00319254114096	SNORD111
ENSG00000221184	ENSG00000221184.1	-2.38352893187449	ENSG00000221184
ENSG00000221203	ENSG00000221203.1	-4.92327238363402	MIR1262
ENSG00000221241	ENSG00000221241.1	-2.46402287603946	SNORD88A
ENSG00000221265	ENSG00000221265.1	-5.71945471250982	MIR1255A
ENSG00000221500	ENSG00000221500.1	-2.16011796805472	SNORD100
ENSG00000221598	ENSG00000221598.3	-5.77775341925061	MIR1249
ENSG00000221634	ENSG00000221634.1	-5.96683423040686	MIR1276
ENSG00000221680	ENSG00000221680.1	-2.41540011475594	MIR1278
ENSG00000221716	ENSG00000221716.1	-3.24354638192337	SNORA11
ENSG00000221771	ENSG00000221771.1	-3.21174383148926	MIR1205
ENSG00000221783	ENSG00000221783.1	-5.48046320852077	MIR1183
ENSG00000221838	ENSG00000221838.12	-1.29279094402425	AP4M1
ENSG00000221869	ENSG00000221869.5	-1.76590535022066	CEBPD
ENSG00000221909	ENSG00000221909.3	-1.64347835822598	FAM200A
ENSG00000221914	ENSG00000221914.11	-1.01778381629562	PPP2R2A
ENSG00000221916	ENSG00000221916.4	-2.44645766551363	C19orf73
ENSG00000221926	ENSG00000221926.13	-2.9391125819285	TRIM16
ENSG00000222011	ENSG00000222011.9	-1.34964445623918	FAM185A
ENSG00000222020	ENSG00000222020.6	-1.54088174268313	HDAC4-AS1
ENSG00000222041	ENSG00000222041.13	-2.25140989610883	CYTOR
ENSG00000222112	ENSG00000222112.1	-1.95684077502842	RN7SKP16
ENSG00000222162	ENSG00000222162.1	-5.06016508935828	RN7SKP151
ENSG00000222266	ENSG00000222266.1	-2.32692023022169	RNU6-757P
ENSG00000222297	ENSG00000222297.1	-5.89569979692596	RNU6-1156P
ENSG00000222345	ENSG00000222345.1	-1.69271588436328	SNORD19C
ENSG00000222588	ENSG00000222588.1	-1.75946198581982	ENSG00000222588
ENSG00000222872	ENSG00000222872.1	-5.60025571160513	RNU4-78P
ENSG00000222898	ENSG00000222898.1	-4.02247994827519	RN7SKP97
ENSG00000223044	ENSG00000223044.1	-1.67344359266874	RNU6-130P
ENSG00000223138	ENSG00000223138.1	-5.08015073787145	RNA5SP450
ENSG00000223238	ENSG00000223238.1	-5.50366552329962	RNA5SP294
ENSG00000223305	ENSG00000223305.1	-3.72061598565369	RN7SKP30
ENSG00000223375	ENSG00000223375.1	-2.64375341907382	ENSG00000223375
ENSG00000223393	ENSG00000223393.3	-2.21984066705861	ENSG00000223393
ENSG00000223394	ENSG00000223394.2	-3.12077847171832	TRBV29OR9-2
ENSG00000223482	ENSG00000223482.11	-1.11543109543724	NUTM2A-AS1
ENSG00000223575	ENSG00000223575.2	-5.61085675308115	RBMX2P3
ENSG00000223692	ENSG00000223692.1	-2.55489135693264	DIP2A-IT1
ENSG00000223749	ENSG00000223749.12	-2.69740073418005	MIR503HG
ENSG00000223768	ENSG00000223768.5	-1.84944635941647	LINC00205
ENSG00000223784	ENSG00000223784.3	-1.79304506422262	LINP1
ENSG00000223787	ENSG00000223787.2	-2.99125793836136	ENSG00000223787
ENSG00000223813	ENSG00000223813.6	-1.44361394596332	PRR15-DT
ENSG00000223922	ENSG00000223922.1	-1.97499350964947	ASS1P2
ENSG00000223959	ENSG00000223959.12	-4.07548412146491	AFG3L1P
ENSG00000224020	ENSG00000224020.4	-2.27531481479765	MIR181A2HG
ENSG00000224029	ENSG00000224029.1	-5.01408960127099	ENSG00000224029
ENSG00000224032	ENSG00000224032.10	-1.60820943148611	EPB41L4A-AS1
ENSG00000224080	ENSG00000224080.1	-2.08834674015004	UBE2FP1
ENSG00000224142	ENSG00000224142.1	-3.20737273366586	AMMECR1-IT1
ENSG00000224331	ENSG00000224331.2	-2.60926512257156	ENSG00000224331
ENSG00000224356	ENSG00000224356.5	-3.49188727539762	ENSG00000224356
ENSG00000224388	ENSG00000224388.1	-3.82972971251673	BACE2-IT1
ENSG00000224391	ENSG00000224391.2	-3.83731552633532	LINC01280
ENSG00000224417	ENSG00000224417.2	-4.60769786209696	ENSG00000224417
ENSG00000224418	ENSG00000224418.2	-1.9438736349452	STK24-AS1
ENSG00000224531	ENSG00000224531.7	-1.93640059276354	SMIM13
ENSG00000224553	ENSG00000224553.1	-5.47854255627294	RPS26P20
ENSG00000224596	ENSG00000224596.10	-1.35399752496219	ZMIZ1-AS1
ENSG00000224660	ENSG00000224660.2	-1.69063546852548	SH3BP5-AS1
ENSG00000224707	ENSG00000224707.1	-2.16340331972578	E2F3-IT1
ENSG00000224738	ENSG00000224738.3	-2.0174079552728	ENSG00000224738
ENSG00000224790	ENSG00000224790.4	-1.6367341677149	HLCS-AS1
ENSG00000224805	ENSG00000224805.3	-1.90174526693049	LINC00853
ENSG00000224810	ENSG00000224810.1	-5.1611046851739	ENSG00000224810
ENSG00000224856	ENSG00000224856.2	-3.6711759050954	RPL35AP36
ENSG00000224870	ENSG00000224870.10	-2.39462365837976	MRPL20-AS1
ENSG00000224877	ENSG00000224877.4	-1.56604191312134	NDUFAF8
ENSG00000224895	ENSG00000224895.1	-2.3213591533375	VPS26BP1
ENSG00000224961	ENSG00000224961.4	-2.67521876505586	LINC01752
ENSG00000224975	ENSG00000224975.1	-2.85756584228646	INE1
ENSG00000225026	ENSG00000225026.1	-5.87565202005923	PFDN1P1
ENSG00000225062	ENSG00000225062.3	-1.2064194888351	CATIP-AS1
ENSG00000225092	ENSG00000225092.2	-4.00333131474175	ENSG00000225092
ENSG00000225111	ENSG00000225111.4	-2.18651650806372	ENSG00000225111
ENSG00000225187	ENSG00000225187.1	-3.19043788899897	ENSG00000225187
ENSG00000225192	ENSG00000225192.1	-2.74538835022962	ZNF33BP1
ENSG00000225193	ENSG00000225193.5	-5.13383290257289	RPS12P26
ENSG00000225195	ENSG00000225195.2	-2.45522984238967	ENSG00000225195
ENSG00000225213	ENSG00000225213.2	-2.39458276093802	ENSG00000225213
ENSG00000225215	ENSG00000225215.1	-1.91179655931513	SMARCE1P1
ENSG00000225224	ENSG00000225224.1	-1.1009413853213	RPS27AP12
ENSG00000225339	ENSG00000225339.5	-1.52252424411242	ENSG00000225339
ENSG00000225383	ENSG00000225383.9	-3.5574098122565	SFTA1P
ENSG00000225423	ENSG00000225423.1	-1.49362340328043	TNPO1P1
ENSG00000225470	ENSG00000225470.10	-1.69505678552299	JPX
ENSG00000225484	ENSG00000225484.8	-1.38788788487076	NUTM2B-AS1
ENSG00000225513	ENSG00000225513.1	-4.1394309401058	RPL29P20
ENSG00000225662	ENSG00000225662.2	-6.39913155170923	RPL14P2
ENSG00000225680	ENSG00000225680.2	-1.59301802256616	ENSG00000225680
ENSG00000225761	ENSG00000225761.1	-2.24765642688614	ENSG00000225761
ENSG00000225783	ENSG00000225783.10	-1.69887792308285	MIAT
ENSG00000225828	ENSG00000225828.2	-1.92438853670228	FAM229A
ENSG00000225830	ENSG00000225830.16	-2.0886741209954	ERCC6
