Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2025	Steroid Metabolic Process (GO:0008202)	1/106	3.938890e-01	4.347367e-01	0	0	2.027752e+00	1.889229e+00	LGMN
GO_Biological_Process_2025	Cell-Matrix Adhesion (GO:0007160)	1/107	3.967529e-01	4.369728e-01	0	0	2.008521e+00	1.856761e+00	CD44
GO_Biological_Process_2025	Positive Regulation of Cell Growth (GO:0030307)	1/107	3.967529e-01	4.369728e-01	0	0	2.008521e+00	1.856761e+00	EGFR
GO_Biological_Process_2025	Positive Regulation of Translation (GO:0045727)	1/108	3.996034e-01	4.396480e-01	0	0	1.989649e+00	1.825071e+00	PRKCSH
GO_Biological_Process_2025	Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/109	4.024405e-01	4.423029e-01	0	0	1.971127e+00	1.794135e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of T Cell Activation (GO:0050870)	1/111	4.080752e-01	4.470932e-01	0	0	1.935093e+00	1.734431e+00	SLC7A1
GO_Biological_Process_2025	Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	1/111	4.080752e-01	4.470932e-01	0	0	1.935093e+00	1.734431e+00	EGFR
GO_Biological_Process_2025	Negative Regulation of Intracellular Signal Transduction (GO:1902532)	2/297	4.080850e-01	4.470932e-01	0	0	1.445173e+00	1.295279e+00	DAG1;IGF1R
GO_Biological_Process_2025	Phosphorylation (GO:0016310)	2/298	4.097262e-01	4.484201e-01	0	0	1.440217e+00	1.285057e+00	PLK1;EPHB2
GO_Biological_Process_2025	Cellular Response to Metal Ion (GO:0071248)	1/112	4.108727e-01	4.487333e-01	0	0	1.917563e+00	1.705618e+00	LGMN
GO_Biological_Process_2025	Endoplasmic Reticulum to Golgi Vesicle-Mediated Transport (GO:0006888)	1/112	4.108727e-01	4.487333e-01	0	0	1.917563e+00	1.705618e+00	COPG2
GO_Biological_Process_2025	Regulation of Primary Metabolic Process (GO:0080090)	1/113	4.136572e-01	4.503596e-01	0	0	1.900346e+00	1.677469e+00	LDLR
GO_Biological_Process_2025	Lipid Transport (GO:0006869)	1/113	4.136572e-01	4.503596e-01	0	0	1.900346e+00	1.677469e+00	LDLR
GO_Biological_Process_2025	Mitotic Cell Cycle Phase Transition (GO:0044772)	1/113	4.136572e-01	4.503596e-01	0	0	1.900346e+00	1.677469e+00	PLK1
GO_Biological_Process_2025	T Cell Activation (GO:0042110)	1/114	4.164287e-01	4.529042e-01	0	0	1.883433e+00	1.649963e+00	CD44
GO_Biological_Process_2025	Positive Regulation of Cell Projection Organization (GO:0031346)	1/115	4.191872e-01	4.549555e-01	0	0	1.866818e+00	1.623082e+00	PTK7
GO_Biological_Process_2025	Intrinsic Apoptotic Signaling Pathway (GO:0097193)	1/115	4.191872e-01	4.549555e-01	0	0	1.866818e+00	1.623082e+00	PPP1R13B
GO_Biological_Process_2025	Modulation of Chemical Synaptic Transmission (GO:0050804)	1/117	4.246656e-01	4.599441e-01	0	0	1.834446e+00	1.571117e+00	APP
GO_Biological_Process_2025	Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	1/117	4.246656e-01	4.599441e-01	0	0	1.834446e+00	1.571117e+00	APP
GO_Biological_Process_2025	Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	1/120	4.327874e-01	4.677692e-01	0	0	1.787928e+00	1.497405e+00	IL17RD
GO_Biological_Process_2025	Negative Regulation of Catabolic Process (GO:0009895)	1/120	4.327874e-01	4.677692e-01	0	0	1.787928e+00	1.497405e+00	EGFR
GO_Biological_Process_2025	Negative Regulation of Inflammatory Response (GO:0050728)	1/121	4.354694e-01	4.696945e-01	0	0	1.772939e+00	1.473899e+00	GRN
GO_Biological_Process_2025	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	1/121	4.354694e-01	4.696945e-01	0	0	1.772939e+00	1.473899e+00	PTPRF
GO_Biological_Process_2025	- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101)	1/122	4.381388e-01	4.715983e-01	0	0	1.758198e+00	1.450899e+00	IL17RD
GO_Biological_Process_2025	Negative Regulation of DNA-binding Transcription Factor Activity (GO:0043433)	1/122	4.381388e-01	4.715983e-01	0	0	1.758198e+00	1.450899e+00	BHLHE40
GO_Biological_Process_2025	Cellular Response to Molecule of Bacterial Origin (GO:0071219)	1/123	4.407958e-01	4.739690e-01	0	0	1.743698e+00	1.428392e+00	MYD88
GO_Biological_Process_2025	Cellular Response to Lipopolysaccharide (GO:0071222)	1/125	4.460724e-01	4.791488e-01	0	0	1.715401e+00	1.384798e+00	MYD88
GO_Biological_Process_2025	Regulation of Protein-Containing Complex Assembly (GO:0043254)	1/126	4.486922e-01	4.814671e-01	0	0	1.701591e+00	1.363686e+00	HSPA5
GO_Biological_Process_2025	Protein-Containing Complex Assembly (GO:0065003)	2/323	4.500126e-01	4.822804e-01	0	0	1.326358e+00	1.059070e+00	HIP1;SLC9A1
GO_Biological_Process_2025	Potassium Ion Transport (GO:0006813)	1/127	4.512998e-01	4.822804e-01	0	0	1.688001e+00	1.343013e+00	SLC9A1
GO_Biological_Process_2025	Monocarboxylic Acid Metabolic Process (GO:0032787)	1/127	4.512998e-01	4.822804e-01	0	0	1.688001e+00	1.343013e+00	CYP2S1
GO_Biological_Process_2025	Regulation of Anatomical Structure Morphogenesis (GO:0022603)	1/127	4.512998e-01	4.822804e-01	0	0	1.688001e+00	1.343013e+00	DAG1
GO_Biological_Process_2025	Golgi Organization (GO:0007030)	1/128	4.538952e-01	4.845575e-01	0	0	1.674625e+00	1.322768e+00	PLK1
GO_Biological_Process_2025	Intracellular Protein Transport (GO:0006886)	2/326	4.547456e-01	4.849690e-01	0	0	1.313875e+00	1.035356e+00	BAG3;PPP1R10
GO_Biological_Process_2025	Regulation of Protein Catabolic Process (GO:0042176)	1/129	4.564784e-01	4.863197e-01	0	0	1.661458e+00	1.302939e+00	EGFR
GO_Biological_Process_2025	Regulation of DNA Repair (GO:0006282)	1/130	4.590495e-01	4.885599e-01	0	0	1.648495e+00	1.283514e+00	EGFR
GO_Biological_Process_2025	Circulatory System Development (GO:0072359)	1/132	4.641557e-01	4.929882e-01	0	0	1.623163e+00	1.245835e+00	ECE1
GO_Biological_Process_2025	Epithelial Cell Differentiation (GO:0030855)	1/132	4.641557e-01	4.929882e-01	0	0	1.623163e+00	1.245835e+00	PCK2
GO_Biological_Process_2025	Potassium Ion Transmembrane Transport (GO:0071805)	1/134	4.692143e-01	4.978540e-01	0	0	1.598593e+00	1.209649e+00	SLC9A1
GO_Biological_Process_2025	Receptor-Mediated Endocytosis (GO:0006898)	1/136	4.742255e-01	5.026598e-01	0	0	1.574751e+00	1.174878e+00	LDLR
GO_Biological_Process_2025	Membraneless Organelle Assembly (GO:0140694)	1/139	4.816548e-01	5.094989e-01	0	0	1.540284e+00	1.125220e+00	EDC3
GO_Biological_Process_2025	Negative Regulation of Cell Motility (GO:2000146)	1/139	4.816548e-01	5.094989e-01	0	0	1.540284e+00	1.125220e+00	DAG1
GO_Biological_Process_2025	Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/141	4.865498e-01	5.136351e-01	0	0	1.518126e+00	1.093682e+00	APP
GO_Biological_Process_2025	Cellular Response to Starvation (GO:0009267)	1/141	4.865498e-01	5.136351e-01	0	0	1.518126e+00	1.093682e+00	HSPA5
GO_Biological_Process_2025	Protein Homooligomerization (GO:0051260)	1/143	4.913992e-01	5.182298e-01	0	0	1.496592e+00	1.063327e+00	APP
GO_Biological_Process_2025	Negative Regulation of Wnt Signaling Pathway (GO:0030178)	1/146	4.985883e-01	5.247503e-01	0	0	1.465406e+00	1.019885e+00	APP
GO_Biological_Process_2025	Regulation of Cell Cycle Process (GO:0010564)	1/146	4.985883e-01	5.247503e-01	0	0	1.465406e+00	1.019885e+00	PLK1
GO_Biological_Process_2025	Phosphate-Containing Compound Metabolic Process (GO:0006796)	1/150	5.080176e-01	5.341354e-01	0	0	1.425778e+00	9.655925e-01	EPHB2
GO_Biological_Process_2025	Protein Localization to Organelle (GO:0033365)	1/151	5.103474e-01	5.360446e-01	0	0	1.416201e+00	9.526267e-01	LAMP3
GO_Biological_Process_2025	Negative Regulation of Gene Expression (GO:0010629)	2/364	5.126282e-01	5.378986e-01	0	0	1.173673e+00	7.842534e-01	APP;LGMN
GO_Biological_Process_2025	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	1/153	5.149743e-01	5.398172e-01	0	0	1.397425e+00	9.273849e-01	APP
GO_Biological_Process_2025	Actin Filament Organization (GO:0007015)	1/158	5.263530e-01	5.511910e-01	0	0	1.352579e+00	8.680621e-01	HIP1
GO_Biological_Process_2025	Neuron Development (GO:0048666)	1/159	5.285969e-01	5.518785e-01	0	0	1.343950e+00	8.568072e-01	APP
GO_Biological_Process_2025	Epithelium Development (GO:0060429)	1/159	5.285969e-01	5.518785e-01	0	0	1.343950e+00	8.568072e-01	DAG1
GO_Biological_Process_2025	Regulation of Cellular Component Organization (GO:0051128)	1/159	5.285969e-01	5.518785e-01	0	0	1.343950e+00	8.568072e-01	HIP1
GO_Biological_Process_2025	Skeletal System Development (GO:0001501)	1/160	5.308303e-01	5.536560e-01	0	0	1.335430e+00	8.457450e-01	CD44
GO_Biological_Process_2025	Response to Lipopolysaccharide (GO:0032496)	1/161	5.330531e-01	5.554190e-01	0	0	1.327016e+00	8.348712e-01	MYD88
GO_Biological_Process_2025	RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)	1/171	5.547167e-01	5.762644e-01	0	0	1.248324e+00	7.356345e-01	SF3B4
GO_Biological_Process_2025	Heart Development (GO:0007507)	1/171	5.547167e-01	5.762644e-01	0	0	1.248324e+00	7.356345e-01	ECE1
GO_Biological_Process_2025	Positive Regulation of Protein Phosphorylation (GO:0001934)	1/171	5.547167e-01	5.762644e-01	0	0	1.248324e+00	7.356345e-01	EGFR
GO_Biological_Process_2025	Nitrogen Compound Transport (GO:0071705)	1/172	5.568275e-01	5.778817e-01	0	0	1.240961e+00	7.265822e-01	SLC7A1
GO_Biological_Process_2025	Membrane Organization (GO:0061024)	1/173	5.589285e-01	5.794855e-01	0	0	1.233683e+00	7.176752e-01	EGFR
GO_Biological_Process_2025	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1/174	5.610196e-01	5.810759e-01	0	0	1.226490e+00	7.089105e-01	MYD88
GO_Biological_Process_2025	Regulation of Neuron Projection Development (GO:0010975)	1/176	5.651725e-01	5.842169e-01	0	0	1.212350e+00	6.917965e-01	PTK7
GO_Biological_Process_2025	Double-Strand Break Repair (GO:0006302)	1/176	5.651725e-01	5.842169e-01	0	0	1.212350e+00	6.917965e-01	PLK1
GO_Biological_Process_2025	Neuron Differentiation (GO:0030182)	1/181	5.753853e-01	5.941851e-01	0	0	1.178375e+00	6.513060e-01	EGFR
GO_Biological_Process_2025	Negative Regulation of Cell Migration (GO:0030336)	1/184	5.813988e-01	5.998011e-01	0	0	1.158881e+00	6.284827e-01	DAG1
GO_Biological_Process_2025	Anterograde Trans-Synaptic Signaling (GO:0098916)	1/189	5.912344e-01	6.091911e-01	0	0	1.127774e+00	5.926933e-01	APP
GO_Biological_Process_2025	DNA Damage Response (GO:0006974)	2/421	5.916688e-01	6.091911e-01	0	0	1.011051e+00	5.306079e-01	ASH2L;LDLR
GO_Biological_Process_2025	Response to Endoplasmic Reticulum Stress (GO:0034976)	1/196	6.046213e-01	6.219133e-01	0	0	1.086904e+00	5.468788e-01	HSPA5
GO_Biological_Process_2025	Defense Response to Virus (GO:0051607)	1/198	6.083659e-01	6.251484e-01	0	0	1.075760e+00	5.346300e-01	MYD88
GO_Biological_Process_2025	Transcription by RNA Polymerase II (GO:0006366)	1/200	6.120753e-01	6.283411e-01	0	0	1.064840e+00	5.227301e-01	CCDC124
GO_Biological_Process_2025	Regulation of Cell Differentiation (GO:0045595)	1/201	6.139169e-01	6.296120e-01	0	0	1.059462e+00	5.169071e-01	DAG1
GO_Biological_Process_2025	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	1/202	6.157499e-01	6.308715e-01	0	0	1.054138e+00	5.111666e-01	APP
GO_Biological_Process_2025	DNA-templated Transcription (GO:0006351)	1/203	6.175743e-01	6.321198e-01	0	0	1.048866e+00	5.055072e-01	CCDC124
GO_Biological_Process_2025	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	1/204	6.193902e-01	6.333568e-01	0	0	1.043646e+00	4.999274e-01	MYD88
GO_Biological_Process_2025	Regulation of Signal Transduction (GO:0009966)	1/211	6.318643e-01	6.448478e-01	0	0	1.008500e+00	4.629827e-01	APP
GO_Biological_Process_2025	mRNA Splicing, via Spliceosome (GO:0000398)	1/211	6.318643e-01	6.448478e-01	0	0	1.008500e+00	4.629827e-01	SF3B4
GO_Biological_Process_2025	Regulation of RNA Biosynthetic Process (GO:2001141)	2/465	6.459842e-01	6.586134e-01	0	0	9.129026e-01	3.989204e-01	MAGED1;BHLHE40
GO_Biological_Process_2025	Regulation of Cell Growth (GO:0001558)	1/222	6.506540e-01	6.627267e-01	0	0	9.577677e-01	4.116268e-01	EGFR
GO_Biological_Process_2025	mRNA Processing (GO:0006397)	1/226	6.572487e-01	6.687906e-01	0	0	9.405496e-01	3.947419e-01	SF3B4
GO_Biological_Process_2025	Chemical Synaptic Transmission (GO:0007268)	1/260	7.085529e-01	7.202931e-01	0	0	8.156682e-01	2.810226e-01	APP
GO_Biological_Process_2025	Cellular Component Assembly (GO:0022607)	1/277	7.312773e-01	7.426701e-01	0	0	7.647655e-01	2.393430e-01	QSOX1
GO_Biological_Process_2025	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	2/555	7.393091e-01	7.500967e-01	0	0	7.607909e-01	2.297886e-01	EGR1;WBP2
GO_Biological_Process_2025	Cellular Response to Cytokine Stimulus (GO:0071345)	1/289	7.462536e-01	7.564067e-01	0	0	7.324522e-01	2.143813e-01	EGR1
GO_Biological_Process_2025	RNA Processing (GO:0006396)	1/291	7.486680e-01	7.581172e-01	0	0	7.273267e-01	2.105317e-01	SF3B4
GO_Biological_Process_2025	Positive Regulation of Cell Differentiation (GO:0045597)	1/297	7.557759e-01	7.645725e-01	0	0	7.123656e-01	1.994698e-01	APP
GO_Biological_Process_2025	DNA Repair (GO:0006281)	1/302	7.615469e-01	7.689191e-01	0	0	7.003537e-01	1.907788e-01	PLK1
GO_Biological_Process_2025	Regulation of Intracellular Signal Transduction (GO:1902531)	1/302	7.615469e-01	7.689191e-01	0	0	7.003537e-01	1.907788e-01	HSPB1
GO_Biological_Process_2025	Protein Transport (GO:0015031)	1/308	7.682942e-01	7.749815e-01	0	0	6.864558e-01	1.809378e-01	COPG2
GO_Biological_Process_2025	Protein Modification by Small Protein Conjugation (GO:0032446)	1/316	7.769976e-01	7.830034e-01	0	0	6.687489e-01	1.687374e-01	PLK1
GO_Biological_Process_2025	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/340	8.012137e-01	8.066273e-01	0	0	6.206426e-01	1.375515e-01	CDC20
GO_Biological_Process_2025	Protein Ubiquitination (GO:0016567)	1/369	8.270258e-01	8.318109e-01	0	0	5.708859e-01	1.084223e-01	PLK1
GO_Biological_Process_2025	Proteasomal Protein Catabolic Process (GO:0010498)	1/372	8.294988e-01	8.334944e-01	0	0	5.661827e-01	1.058386e-01	HSPA5
GO_Biological_Process_2025	Gene Expression (GO:0010467)	1/381	8.367098e-01	8.399310e-01	0	0	5.525184e-01	9.850185e-02	LGMN
GO_Biological_Process_2025	Organelle Organization (GO:0006996)	1/437	8.752643e-01	8.777891e-01	0	0	4.801716e-01	6.397299e-02	SORT1
GO_Biological_Process_2025	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1/470	8.936088e-01	8.953257e-01	0	0	4.456290e-01	5.012754e-02	BHLHE40
GO_Biological_Process_2025	Protein Modification Process (GO:0036211)	1/545	9.259614e-01	9.268500e-01	0	0	3.827087e-01	2.943901e-02	PLK1
GO_Biological_Process_2025	Regulation of DNA-templated Transcription (GO:0006355)	6/2139	9.453016e-01	9.453016e-01	0	0	5.681179e-01	3.195733e-02	FOSL1;APP;EGR1;WBP2;MAGED1;BHLHE40
