iter	RMSE
488	0.004811582136
489	0.004744736704
490	0.004678219618
491	0.004628132247
492	0.0045473285
493	0.004541468094
494	0.004477476706
495	0.004436710096
496	0.004431244295
497	0.004386314556
498	0.004349187402
499	0.004305458821
